key_img,tx_hash,tx_amt,mixin
f254220bb50d901a5523eaed438af5d43f8c6d0e54ba0632eb539884f6b7c020,beb76a82ea17400cd6d7f595f70e1667d2018ed8f5a78d1ce07484222618c3cd,7000000000000,6
