blk_height,deanon_ratio
1000,0.35714285714285715
2000,0.46153846153846156
3000,0.3524229074889868
4000,0.3089171974522293
5000,0.3044117647058823
6000,0.5384615384615384
7000,0.6733586543678785
8000,0.7654454022988506
9000,0.8555994182422605
10000,0.8579072532699168
11000,0.5874983339997334
12000,0.6938542162934731
13000,0.7361120840630473
14000,0.7534424266613451
15000,0.7681928159315095
16000,0.6975023406118812
17000,0.6459038216207221
18000,0.6452050621694221
19000,0.6586032814472024
20000,0.66625678860539
21000,0.7131055363321799
22000,0.7290754257907542
23000,0.7454597048808173
24000,0.7214094103319454
25000,0.7201138662072065
26000,0.7326209115133441
27000,0.7433974818302794
28000,0.7032295138489829
29000,0.7216668273918587
30000,0.728921514626501
31000,0.7289959982920751
32000,0.7516745268410947
33000,0.7633032377550683
34000,0.7726261882761969
35000,0.7723966689586675
36000,0.8272171515660051
37000,0.8346425114831589
38000,0.8352580940982638
39000,0.8376295147664454
40000,0.8396740851920256
41000,0.844076597276836
42000,0.8423450403847899
43000,0.8483017222585568
44000,0.8470632468991801
45000,0.8463076253084756
46000,0.8500509082681492
47000,0.8509001587409063
48000,0.8585511296816415
49000,0.859882443547231
50000,0.8623111286714802
51000,0.8647525314191981
52000,0.8682239694020039
53000,0.8735013397217962
54000,0.8772020262597134
55000,0.8802481252083754
56000,0.8856228116609374
57000,0.8881607585218954
58000,0.8957201202513174
59000,0.9021169931440541
60000,0.9071250545391516
61000,0.9100477059813322
62000,0.9135211652875607
63000,0.9158534829224868
64000,0.9175901395606758
65000,0.9207849686441008
66000,0.9215125756594956
67000,0.9237132984744264
68000,0.9254347254615725
69000,0.9268955691261429
70000,0.9277291749877725
71000,0.9283773102347617
72000,0.9313054889274504
73000,0.9337736117291051
74000,0.9362950795981058
75000,0.937988208284088
76000,0.9394198050923225
77000,0.9414930348851054
78000,0.9438419326434436
79000,0.9459099049216232
80000,0.94785934848527
81000,0.9492428273319297
82000,0.9512155352270903
83000,0.9528003524437246
84000,0.9550210800340085
85000,0.9566182268659563
86000,0.9587779289648699
87000,0.9606709054946043
88000,0.9625042699967674
89000,0.9634717625763732
90000,0.9643286513383519
91000,0.965019409883042
92000,0.9657833478256106
93000,0.9662855679765402
94000,0.9667964934510763
95000,0.967632832807956
96000,0.9685153460756869
97000,0.9691316994747504
98000,0.969640333210804
99000,0.9704493301403836
100000,0.9708233528142615
101000,0.9710723930369392
102000,0.9711046704697087
103000,0.9714665752924321
104000,0.9716838918597005
105000,0.9719196150267325
106000,0.9721391618016991
107000,0.9723397830297936
108000,0.9725415933991614
109000,0.97277060672842
110000,0.9729503990518763
111000,0.9730769264339678
112000,0.973329863073489
113000,0.9735740748233532
114000,0.97376373164178
115000,0.9739173962396758
116000,0.9740504077996464
117000,0.9741796351666682
118000,0.974339363629208
119000,0.9745223920972055
120000,0.9747342752534862
121000,0.9748022029926483
122000,0.974904940528915
123000,0.9750031962169523
124000,0.9750312603141915
125000,0.9751222775612407
126000,0.9751384115231555
127000,0.9752578789445551
128000,0.9752669076450203
129000,0.9753098026939011
130000,0.9754278656529817
131000,0.975530492401599
132000,0.9757560785641554
133000,0.9757578647767877
134000,0.9759100063812799
135000,0.9760059260659769
136000,0.9760616139394381
137000,0.9760521581568397
138000,0.9760526971879961
139000,0.9760166813809767
140000,0.9760980164522152
141000,0.9761544511630121
142000,0.9761575466298826
143000,0.9761649537110922
144000,0.9761720763652295
145000,0.9761129938246895
146000,0.9761366914940639
147000,0.9761254144777994
148000,0.9761249125031367
149000,0.9761329848174922
150000,0.9761740237670704
151000,0.9762703821782213
152000,0.9762663563557884
153000,0.976325610572987
154000,0.9763955126849827
155000,0.9764430467998976
156000,0.9764435706082444
157000,0.9763392322832027
158000,0.9762912100113512
159000,0.9762225957894572
160000,0.9761497864862332
161000,0.9760977785620852
162000,0.9759407004532478
163000,0.9758721748048973
164000,0.975825448773576
165000,0.9757911700462858
166000,0.9757518035926442
167000,0.9757367452345426
168000,0.9756428319969322
169000,0.9755658031491183
170000,0.9754847745758654
171000,0.9754278174406278
172000,0.9752608961373919
173000,0.9749217079701554
174000,0.974588851822299
175000,0.9742479825300194
176000,0.9740996028478123
177000,0.9740300126370178
178000,0.9739277517087556
179000,0.9738904447323634
180000,0.9737434229989742
181000,0.9736518740543922
182000,0.973620582303078
183000,0.9734939249187741
184000,0.9734047338692032
185000,0.973307610792793
186000,0.9731445087654356
187000,0.9715605425511034
188000,0.9715442925102307
189000,0.971559985786583
190000,0.9715886746388367
191000,0.9715974776622639
192000,0.9716127640042784
193000,0.9715946631244314
194000,0.9715867949756644
195000,0.9716325378170847
196000,0.971633724626881
197000,0.9716875606896056
198000,0.9717381336882339
199000,0.9717272229799567
200000,0.9717030699169911
201000,0.971749306298263
202000,0.9703256595786695
203000,0.9669349752116893
204000,0.9669092452688849
205000,0.9669611474975961
206000,0.9669579290023288
207000,0.9669804725994786
208000,0.967019304173595
209000,0.9670553599233209
210000,0.9670592759855341
211000,0.9671134796838481
212000,0.9671696506539068
213000,0.9671817381490273
214000,0.9672063970300229
215000,0.9672036339197089
216000,0.9672134307753154
217000,0.9672499276392529
218000,0.9672554910858562
219000,0.967252528875377
220000,0.9671524476723468
221000,0.9671019783817275
222000,0.9671407649455108
223000,0.9670185802450806
224000,0.9669183412134781
225000,0.9668940692961541
226000,0.9666651268456942
227000,0.9664590183949023
228000,0.9663529568947952
229000,0.9663231251872562
230000,0.9662914810525481
231000,0.9661393629433492
232000,0.9660061440733595
233000,0.9659425989144406
234000,0.9659334336263531
235000,0.9659332326708252
236000,0.9659020416970089
237000,0.9657310205014606
238000,0.965746696913937
239000,0.9655557257360019
240000,0.9652473820030083
241000,0.9646856210783255
242000,0.9647207125316304
243000,0.9646745198852309
244000,0.9646416089642327
245000,0.9646379135326115
246000,0.9646530513958119
247000,0.9646301671592303
248000,0.9646439119420379
249000,0.9646109981225734
250000,0.9645128735364362
251000,0.9645087248942545
252000,0.9645025063776028
253000,0.9644920523303968
254000,0.9645094099504165
255000,0.9645335881485563
256000,0.9645258799826858
257000,0.9645039860793414
258000,0.9645220726156609
259000,0.9645376500325245
260000,0.9645193935618169
261000,0.9645078438956091
262000,0.9644518043389421
263000,0.9644354623751817
264000,0.9643533526979865
265000,0.9643237360880877
266000,0.9643100181770499
267000,0.9642864503328122
268000,0.9642553133907893
269000,0.9642597047003204
270000,0.9642397774331665
271000,0.9642201326852108
272000,0.9642019024067093
273000,0.9642045665662137
274000,0.9641912709244912
275000,0.9641221694627518
276000,0.9641095211863278
277000,0.9640467103010272
278000,0.96405749472561
279000,0.9642289731867881
280000,0.9642679844240594
281000,0.9643237636820429
282000,0.9643791932315061
283000,0.9644102671053106
284000,0.9644413238299737
285000,0.9644706219964628
286000,0.964490073013069
287000,0.9644948676566971
288000,0.9645007342143906
289000,0.9645374819112922
290000,0.9645370840627695
291000,0.9645730699715113
292000,0.9645902174960317
293000,0.9646045332425375
294000,0.964631011557419
295000,0.9646463170213302
296000,0.9646345740490346
297000,0.9646649467550604
298000,0.964716515998894
299000,0.964757985460118
300000,0.96480495282975
301000,0.9648448246351258
302000,0.9649361458847816
303000,0.9649808807447577
304000,0.965005707844446
305000,0.9650412478132133
306000,0.9650837510553755
307000,0.9651159316714272
308000,0.9651560587106975
309000,0.9652304471916594
310000,0.9652674911059964
311000,0.9653010105760561
312000,0.9653266100627754
313000,0.9653369925235022
314000,0.9653485605075759
315000,0.9653740820974858
316000,0.9653927827172732
317000,0.9653827705648856
318000,0.9653907757435742
319000,0.9654315339944447
320000,0.9654718878873748
321000,0.965556033463223
322000,0.9655619280008219
323000,0.9655853599712579
324000,0.965654629964319
325000,0.9656969787549272
326000,0.9657081980736203
327000,0.9657512292274119
328000,0.965735564381661
329000,0.9657815483721225
330000,0.9658409717717049
331000,0.9658540538857677
332000,0.9659019786324905
333000,0.96593623806279
334000,0.9659854429082595
335000,0.9659886942410594
336000,0.9660102053936791
337000,0.9660024348657182
338000,0.9660334424712024
339000,0.9661097280657909
340000,0.9660933312346082
341000,0.9661311095517726
342000,0.9661384820371639
343000,0.9661610824060042
344000,0.966207781489458
345000,0.9662463095942967
346000,0.9662719119397909
347000,0.9662985343468733
348000,0.9663260599731712
349000,0.9663671600754625
350000,0.9664233619495755
351000,0.9664542556921539
352000,0.966558936619972
353000,0.9665865333769982
354000,0.9663851188392326
355000,0.9659461971432133
356000,0.9648205825586081
357000,0.964351845112366
358000,0.9643849658437504
359000,0.9644199255805674
360000,0.9644523335196084
361000,0.9644859019448253
362000,0.9645332279793185
363000,0.9644711065859655
364000,0.9644829568053834
365000,0.9644975229393329
366000,0.9645207147840127
367000,0.9645735468457857
368000,0.9646178931521202
369000,0.9646508997504514
370000,0.9646743704147617
371000,0.9646370243901923
372000,0.9646724075437397
373000,0.9646845151347806
374000,0.9646969938554212
375000,0.9647091712512114
376000,0.9647278395095588
377000,0.9647684967260577
378000,0.9647881687556323
379000,0.9646313055820767
380000,0.9646101445345728
381000,0.9646010187644337
382000,0.9646208117783351
383000,0.9646335359942995
384000,0.9646401093037152
385000,0.9646592754130259
386000,0.9646815249666436
387000,0.9647281843365396
388000,0.9647246245403387
389000,0.9647379168876636
390000,0.9647726063942828
